text,is_retweet,From Iphone,From Media Studio,Crude Oil 5 Minutes,Crude Oil 30 Minutes,Crude Oil 12 Hours,Gold 5 Minutes,Gold 30 Minutes,Gold 12 Hours,USD Index 5 Minutes,USD Index 30 Minutes,USD Index 12 Hours
Only 25 percent want the President Impeached which is pretty low considering the volume of Fake News coverage but pretty high considering the fact that I did NOTHING wrong. It is all just a continuation of the greatest Scam and Witch Hunt in the history of our Country!,0,1,0,0,0,-1,-1,-1,1,1,1,-1
The hardest thing I have to do as President...,0,0,1,1,1,1,1,-1,-1,1,1,-1
I don t think it s a Whistleblower at all. I think this is an anonymous source for the Democratic Staff in the House of Representatives. This is an insult to real Whistleblowers. Actual Whistleblowers go on to have their whole lives upended.  John Kiriakou  @TuckerCarlson,0,1,0,1,-1,1,-1,-1,-1,1,-1,-1
President Trump criticizes Steve Kerr and Gregg Popovich   both vocal critics of Trump   when asked about China putting pr,1,1,0,0,-1,1,1,1,-1,1,-1,-1
A different take!,0,1,0,-1,-1,1,-1,-1,-1,1,1,-1
Impeached for what having created the greatest Economy in the history of our Country building our strongest ever Military Cutting Taxes too much?,0,1,0,1,1,1,-1,-1,-1,-1,-1,-1
In case the Kurds or Turkey lose control the United States has already taken the 2 ISIS militants tied to beheadings in Syria known as the Beetles out of that country and into a secure location controlled by the U.S. They are the worst of the worst!,0,1,0,-1,1,1,-1,-1,-1,-1,-1,-1
Ukrainian President Volodymyr Zelensky told reporters Thursday his controversial July call with President Trump involved no bribe blackmail or quid pro quo as impeachment-minded Democrats claim.  This should immediately end the talk of impeachment!,0,1,0,1,-1,1,-1,1,-1,1,1,1
From the day I announced I was running for President I have NEVER had a good @FoxNews Poll. Whoever their Pollster is they suck. But @FoxNews is also much different than it used to be in the good old days. With people like Andrew Napolitano who wanted to be a Supreme....,0,1,0,1,-1,1,-1,1,-1,1,1,1
...Court Justice I turned him down (he s been terrible ever since) Shep Smith @donnabrazile (who gave Crooked Hillary the debate questions got fired from @CNN) others @FoxNews doesn t deliver for US anymore. It is so different than it used to be. Oh well I m President!,0,1,0,1,-1,1,-1,1,-1,1,1,1
Where is Hunter Biden? He has disappeared while the Fake News protects his Crooked daddy!,0,1,0,-1,-1,1,1,1,-1,1,1,-1
"""This is not an impeachment. This is a coup"" - @newtgingrich @MorningsMaria @FoxBusiness ""the left hates trump that inc",1,1,0,-1,-1,1,1,1,-1,1,1,-1
"Today @newtgingrich ""You can always impeach if you are in the majority and if you want to commit suicide that's what",1,1,0,-1,-1,1,1,1,-1,1,1,-1
See you soon in Kansas City Missouri @RoyBlunt!,1,1,0,-1,-1,1,1,1,-1,1,1,-1
Turkey has been planning to attack the Kurds for a long time. They have been fighting forever. We have no soldiers or Military anywhere near the attack area. I am trying to end the ENDLESS WARS. Talking to both sides. Some want us to send tens of thousands of soldiers to....,0,1,0,-1,1,1,1,1,-1,-1,-1,-1
....the area and start a new war all over again. Turkey is a member of NATO. Others say STAY OUT let the Kurds fight their own battles (even with our financial help). I say hit Turkey very hard financially with sanctions if they don t play by the rules! I am watching closely.,0,1,0,-1,1,1,1,1,-1,-1,-1,-1
Thank you to @OANN One America News for your fair coverage and brilliant reporting. It is appreciated by many people trying so hard to find a new consistent and powerful VOICE! See you tonight at the Big Rally in Minneapolis.,0,1,0,-1,1,1,1,-1,-1,-1,-1,-1
The President of the Ukraine just stated again in the strongest of language that President Trump applied no pressure and did absolutely nothing wrong. He used the strongest language possible. That should end this Democrat Scam but it won t because the Dems Media are FIXED!,0,1,0,1,1,1,1,1,-1,-1,-1,-1
Why isn t the IG investigating his so-called Whistleblower? All bad info!,0,1,0,1,1,1,-1,-1,-1,-1,-1,-1
Big day of negotiations with China. They want to make a deal but do I? I meet with the Vice Premier tomorrow at The White House.,0,1,0,1,1,1,0,-1,-1,-1,-1,-1
We defeated 100% of the ISIS Caliphate and no longer have any troops in the area under attack by Turkey in Syria. We did our job perfectly! Now Turkey is attacking the Kurds who have been fighting each other for 200 years....,0,1,0,-1,-1,1,-1,1,-1,1,-1,-1
....We have one of three choices: Send in thousands of troops and win Militarily hit Turkey very hard Financially and with Sanctions or mediate a deal between Turkey and the Kurds!,0,1,0,-1,-1,1,-1,1,-1,1,-1,-1
WOW THANK YOU Minneapolis Minnesota   on my way! #KAG2020,0,1,0,-1,1,1,1,1,-1,1,-1,-1
The joint statement released with President Bolsonaro in March makes absolutely clear that I support Brazil beginning the process for full OECD membership. The United States stands by that statement and stands by  @jairbolsonaro. This article is FAKE NEWS!,0,1,0,-1,1,1,1,-1,-1,-1,-1,-1
The joint statement released with President Bolsonaro in March makes absolutely clear that I support Brazil beginning the process for full OECD membership. The United States stands by that statement and stands by @jairbolsonaro. This article is FAKE NEWS!,0,1,0,-1,1,1,-1,-1,-1,-1,-1,-1
A GREAT evening in Minneapolis Minnesota with incredible American Patriots. THANK YOU!,0,1,0,-1,-1,1,-1,1,-1,0,1,-1
Over the next 13 months we are going to fight with all of our heart and soul   and we are going to win the Great State of Minnesota in 2020! #TrumpMinneapolis #KAG2020,0,1,0,1,1,1,-1,1,-1,-1,1,-1
Good things are happening at China Trade Talk Meeting. Warmer feelings than in recent past more like the Old Days. I will be meeting with the Vice Premier today. All would like to see something significant happen!,0,1,0,-1,1,1,1,1,1,1,-1,1
I will be in Louisiana tonight (Love it!) to get Republicans to vote for either of our two great Republican Candidates and force a run off with John Bel Edwards who has done a really poor job of tax cutting car insurance cost (worst in USA) is suspect on your 2nd Amendment!,0,1,0,1,1,1,-1,-1,1,1,1,1
One of the great things about the China Deal is the fact that for various reasons we do not have to go through the very long and politically complex Congressional Approval Process. When the deal is fully negotiated I sign it myself on behalf of our Country. Fast and Clean!,0,1,0,-1,1,1,-1,-1,1,1,1,1
Will be with our two GREAT Senators @SenJohnKennedy @SenBillCassidy tonight in Louisiana. These two hard working really smart men love their Country and love their State. We will hopefully add a Great New Republican Governor to the beautiful Louisiana mix! See you tonight!,0,1,0,1,1,1,1,1,1,1,1,1
We made this very clear to President Erdogan early on that the invasion of Syria,1,1,0,-1,-1,1,-1,1,1,1,-1,1
Thank you @Udacity for Pledging to providing 100000 retraining scholarships over the next 5 yrs in   Artificial intellig,1,1,0,-1,-1,1,-1,1,1,1,-1,1
What a disgraceful legal system for this guy to still be around after all of these years. A vicious killer who destroyed so many great people families!,0,1,0,-1,-1,1,-1,1,1,-1,-1,-1
A great evening in beautiful Minnesota!,0,1,0,1,-1,1,-1,1,1,-1,-1,-1
MAGA in Minnesota!,1,1,0,1,-1,1,-1,1,1,-1,1,-1
Rep. Tom Reed @FoxBusiness,1,1,0,1,-1,1,-1,1,1,-1,-1,0
Median household income is at a record high  The average household saw a $1400 tax cut  Unemployment has fallen to 3.5%,1,1,0,1,-1,1,-1,1,1,-1,-1,0
I have accepted an offer to join the @TPUSA Advisory Board.  I think this an important added role for me to take on. @c,1,1,0,1,-1,1,-1,1,1,-1,-1,0
Tune in this morning at 9AM,1,1,0,1,-1,1,-1,1,1,-1,-1,0
Happening Now  #TrumpMinneapolis #KAG2020,1,1,0,1,-1,1,-1,1,1,1,-1,1
More overflow tonight. WOW! #TrumpMinneapolis #KAG2020,1,1,0,1,-1,1,-1,1,1,1,-1,1
Do you believe this?  A total Scam!,0,1,0,-1,-1,1,-1,1,1,1,-1,1
The Do Nothing Democrats. Thanks Vicky!,0,1,0,1,-1,1,-1,1,1,-1,-1,1
We re just waiting on Congress...    Jed Clark Kentucky Farmer Farmers in Kentucky and all across America are waiting for,1,1,0,-1,-1,1,-1,1,1,-1,-1,1
#USMCA will build on the strong economy benefitting farmers small businesses and manufacturers across the country.,1,1,0,-1,-1,1,-1,1,1,-1,-1,1
Amazing Evening!,0,1,0,-1,-1,1,1,1,1,-1,-1,-1
A Giant Scam!,0,1,0,-1,-1,1,1,1,1,-1,-1,-1
President @realDonaldTrump arrives at the Target Center in Minneapolis Minnesota for a MASSIVE TRUMP RALLY. Speechless   t,1,1,0,-1,-1,1,1,1,1,-1,-1,-1
USMCA updates NAFTA to achieve goals that Democrats have long claimed to support. So what s the holdup?Yesterday @VP had,1,1,0,-1,-1,1,1,1,1,-1,-1,-1
Trump Doral to host political fest with Trump Jr. Sarah Sanders and Corey Lewandowski - News - The Palm Beach Post - W,1,1,0,-1,-1,1,1,1,1,-1,-1,1
We are striving to ensure all hard-working Americans have access to high-quality affordable childcare. Thank you  @GovPa,1,1,0,-1,-1,1,1,1,1,-1,1,1
13000 new construction jobs  3000 new manufacturing jobs  Jobless rate down from 4% to 3.3%Minnesotans are winning,1,1,0,-1,-1,1,1,1,1,-1,1,1
The White House Refuses to  Legitimize  the  Illegitimate  Impeachment Inquiry,1,1,0,-1,-1,1,1,1,1,-1,1,1
New survey reveals that 45% of adults find it hard to make new friends   the average adult has not made a new friend in 5,1,1,0,-1,-1,1,1,1,1,-1,1,1
Really?,1,1,0,-1,-1,1,1,1,1,-1,1,1
In Kansas City today Gov. Mike Parson U.S. Sen @RoyBlunt presidential advisor @IvankaTrump  @HHSGov Secretary Alex Azar and,1,1,0,-1,-1,1,1,1,1,-1,1,1
So Great!,0,1,0,1,-1,1,1,1,1,-1,1,1
Conducting an impeachment investigation behind closed doors isn t just unprecedented it s un-American.,1,1,0,1,-1,1,1,1,1,-1,1,1
Sean lays out what s REALLY behind the Dems  impeachment hysteria and all of their phony witch hunts. Watch! htt,1,1,0,1,-1,1,1,1,1,-1,1,1
"""It breaks my heart every time I speak to one of these victims."" @ICEgov can intervene before preventable crimes happen by",1,1,0,1,0,1,-1,1,1,1,1,1
Being in contact with a key witness and then lying about it renders Adam Schiff unqualified to lead a fair and just inqu,1,1,0,1,0,1,-1,1,1,1,1,1
The old barriers along our southern border were built to defend against vehicle crossings and not much else.How comprehen,1,1,0,1,-1,1,-1,1,1,1,1,1
Really good news!,0,1,0,1,-1,1,-1,1,1,1,1,1
NFL FLASHBACK,1,1,0,-1,-1,1,1,1,1,1,1,1
The Democrats are going to lose a lot of House Seats because of their Fraudulent use of Impeachment. Schiff fabricated phone call a crime. Democrat Senate Seats will also be put at risk even some that were supposedly safe. Look at Louisiana last night North Carolina last week!,0,1,0,1,1,-1,-1,-1,1,1,-1,1
My deal with China is that they will IMMEDIATELY start buying very large quantities of our Agricultural Product not wait until the deal is signed over the next 3 or 4 weeks. THEY HAVE ALREADY STARTED! Likewise financial services and other deal aspects start preparing....,0,1,0,1,0,-1,-1,-1,1,1,-1,1
....I agreed not to increase Tariffs from 25% to 30% on October 15th. They will remain at 25%. The relationship with China is very good. We will finish out the large Phase One part of the deal then head directly into Phase Two. The Phase One Deal can be finalized signed soon!,0,1,0,1,0,-1,-1,-1,1,1,-1,1
CHINA HAS ALREADY BEGUN AGRICULTURAL PURCHASES FROM OUR GREAT PATRIOT FARMERS RANCHERS!,0,1,0,1,-1,-1,1,1,1,-1,-1,1
Congressman Adam Schiff who when seeing the REAL Ukraine phone call Transcript decided he d better make up one of his own.  I m going to say this only SEVEN times so you better listen good. I want you to MAKE UP DIRT ON MY POLITICAL OPPONENT UNDERSTAND LOTS OF IT AND.....,0,1,0,-1,-1,-1,0,1,1,1,-1,1
.....BY THE WAY DON T CALL ME AGAIN I LL CALL YOU WHEN YOU VE DONE WHAT I VE ASKED.   A reminder that wasn t just stupid it was FALSE.  @greggutfeld @GregGutfeldShow @FoxNews  I never said this. Schiff made it up and read it to Congress the American People. End Witch Hunt!,0,1,0,-1,-1,-1,0,1,1,1,-1,1
.@marklevinshow on @FoxNews is doing a big show tonight on the Democrat s Impeachment Scam. 10:00 P.M. No guests just Mark. He is angry (like so many others!). At 9:00 P.M. on @FoxNews Steve Hilton is looking into the Crooked Bidens. Where s Hunter?,0,1,0,1,1,-1,-1,1,1,-1,-1,1
The U.S. has the worst of the ISIS prisoners. Turkey and the Kurds must not let them escape. Europe should have taken them back after numerous requests. They should do it now. They will never come to or be allowed in the United States!,0,1,0,0,1,-1,1,1,1,-1,-1,1
Somebody please explain to Chris Wallace of Fox who will never be his father (and my friend) Mike Wallace that the Phone Conversation I had with the President of Ukraine was a congenial good one. It was only Schiff s made up version of that conversation that was bad!,0,1,0,1,0,-1,-1,1,1,-1,-1,1
Serial killers get more Due Process than the Democrats give to the President of the United States.  @marklevinshow,0,1,0,-1,-1,-1,1,1,1,-1,1,1
.....BY THE WAY DON T CALL ME AGAIN I LL CALL YOU WHEN YOU VE DONE WHAT I VE ASKED.   A reminder that wasn t just s,1,1,0,0,-1,-1,0,-1,1,-1,1,1
Congressman Adam Schiff who when seeing the REAL Ukraine phone call Transcript decided he d better make up one of hi,1,1,0,0,-1,-1,0,-1,1,-1,1,1
The Democrats are trashing this President in the process trashing the U.S. Constitution. Frankly the American People need to wake up to the reality that the Democrats are so drunk on power that they re willing to destroy this Constitutional Republic.  @GrahamLedger @OANN,0,1,0,-1,-1,1,1,1,1,-1,1,-1
Adam Schiff now doesn t seem to want the Whistleblower to testify. NO! Must testify to explain why he got my Ukraine conversation sooo wrong not even close. Did Schiff tell him to do that? We must determine the Whistleblower s identity to determine WHY this was done to the USA..,0,1,0,-1,0,1,-1,1,1,1,1,1
....Democrat s game was foiled when we caught Schiff fraudulently making up my Ukraine conversation when I released the exact conversation Transcript and when Ukrainian President and the Foreign Minister said there was NO PRESSURE very normal talk! A total Impeachment Scam!,0,1,0,-1,0,1,-1,1,1,1,1,1
Former Democrat Senator Harry Reid just stated that Donald Trump is very smart much more popular than people think is underestimated and will be hard to beat in the 2020 Election. Thank you Harry I agree!,0,1,0,1,1,1,-1,1,1,1,1,-1
Brian Kilmeade over at @foxandfriends got it all wrong. We are not going into another war between people who have been fighting with each other for 200 years. Europe had a chance to get their ISIS prisoners but didn t want the cost.  Let the USA pay  they said...,0,1,0,1,1,1,0,1,1,1,-1,-1
....Kurds may be releasing some to get us involved. Easily recaptured by Turkey or European Nations from where many came but they should move quickly. Big sanctions on Turkey coming! Do people really think we should go to war with NATO Member Turkey? Never ending wars will end!,0,1,0,1,1,1,0,1,1,1,-1,-1
The same people who got us into the Middle East mess are the people who most want to stay there!,0,1,0,1,-1,-1,-1,-1,1,-1,1,-1
Happy Columbus Day!,0,1,0,-1,-1,-1,-1,-1,1,1,-1,-1
Vote for good guy @seanspicer tonight on Dancing With The Stars. He has always been there for us!,0,1,0,1,1,1,-1,1,1,-1,-1,-1
Will be looking into the Scott Hapgood case and the Island of Anguilla. Something looks and sounds very wrong. I know Anguilla will want to see this case be properly and justly resolved! @foxandfriends @SteveDucey  @ainsleyearhardt,0,1,0,1,1,-1,1,0,-1,-1,-1,-1
